ORDER_DATE,SALES_ORDER_ID,CUSTOMER_ID,cliente,PRODUCT_ID,QTY,Semana
2024-04-29,7193738342,29575,1,120,1.0,18
2024-04-29,7193738342,29575,1,28,1.0,18
2024-04-29,7193738342,29575,1,105,1.0,18
2024-04-29,7193738342,29575,1,161,4.0,18
2024-04-29,7193738342,29575,1,87,1.0,18
2024-04-29,7193738469,29577,3,79,6.0,18
2024-04-29,7193738783,29500,0,81,1.0,18
2024-04-29,7193738783,29500,0,91,2.0,18
2024-04-29,7193738783,29500,0,105,1.0,18
2024-04-29,7193738783,29500,0,87,1.0,18
2024-04-29,7193738819,29589,2,81,1.0,18
2024-04-29,7193738819,29589,2,26,1.0,18
2024-04-29,7193738819,29589,2,148,2.0,18
2024-04-29,7193738819,29589,2,91,2.0,18
2024-04-29,7193738819,29589,2,105,1.0,18
2024-04-29,7193738819,29589,2,589,1.0,18
2024-04-29,7193738819,29589,2,176,1.0,18
2024-04-29,7193738819,29589,2,87,1.0,18
2024-04-29,7193738819,29589,2,79,2.0,18
2024-04-29,7193738823,29591,4,90,4.0,18
2024-04-29,7193738823,29591,4,170,1.0,18
2024-04-29,7193738823,29591,4,589,1.0,18
2024-04-29,7193738823,29591,4,34,1.0,18
2024-04-29,7193738839,29578,2,120,1.0,18
2024-04-29,7193738839,29578,2,91,3.0,18
2024-04-29,7193738839,29578,2,94,1.0,18
2024-04-29,7193738839,29578,2,170,1.0,18
2024-04-29,7193738839,29578,2,87,1.0,18
2024-04-29,7193738881,29594,0,26,1.0,18
2024-04-29,7193738881,29594,0,148,3.0,18
2024-04-29,7193738881,29594,0,91,3.0,18
2024-04-29,7193738881,29594,0,105,1.0,18
2024-04-29,7193738881,29594,0,176,1.0,18
2024-04-29,7193739245,29601,3,148,4.0,18
2024-04-29,7193739245,29601,3,288,1.0,18
2024-04-29,7193739245,29601,3,91,2.0,18
2024-04-29,7193739245,29601,3,94,2.0,18
2024-04-29,7193739245,29601,3,34,1.0,18
2024-04-29,7193739245,29601,3,1072,3.0,18
2024-04-29,7193740368,29654,1,120,1.0,18
2024-04-29,7193740368,29654,1,91,2.0,18
2024-04-29,7193740368,29654,1,176,1.0,18
2024-04-29,7193740368,29654,1,79,1.0,18
2024-04-29,7193740428,29658,2,91,2.0,18
2024-04-29,7193740428,29658,2,170,1.0,18
2024-04-29,7193740428,29658,2,218,2.0,18
2024-04-29,7193740428,29658,2,34,1.0,18
2024-04-29,7193740428,29658,2,1072,1.0,18
2024-04-29,7193740672,29669,3,81,1.0,18
2024-04-29,7193740672,29669,3,148,4.0,18
2024-04-29,7193740672,29669,3,91,4.0,18
2024-04-29,7193740672,29669,3,601,1.0,18
2024-04-29,7193740672,29669,3,170,1.0,18
2024-04-29,7193740672,29669,3,135,1.0,18
2024-04-29,7193740672,29669,3,105,1.0,18
2024-04-29,7193740672,29669,3,34,1.0,18
2024-04-29,7193741233,29700,2,353,4.0,18
2024-04-29,7193741233,29700,2,91,1.0,18
2024-04-29,7193741233,29700,2,589,1.0,18
2024-04-29,7193741233,29700,2,161,6.0,18
2024-04-29,7193741297,29559,1,81,1.0,18
2024-04-29,7193741297,29559,1,87,1.0,18
2024-04-29,7193741599,29710,2,91,5.0,18
2024-04-29,7193741599,29710,2,124,1.0,18
2024-04-29,7193741621,29711,0,124,1.0,18
2024-04-29,7193741621,29711,0,321,1.0,18
2024-04-29,7193741621,29711,0,34,1.0,18
2024-04-29,7193741791,29717,3,81,1.0,18
2024-04-29,7193741791,29717,3,26,1.0,18
2024-04-29,7193741791,29717,3,176,1.0,18
2024-04-29,7193741791,29717,3,87,1.0,18
2024-04-29,7193742236,29740,4,90,4.0,18
2024-04-29,7193742236,29740,4,376,4.0,18
2024-04-29,7193742236,29740,4,904,4.0,18
2024-04-29,7193742236,29740,4,161,6.0,18
2024-04-29,7193742395,29748,0,79,2.0,18
2024-04-29,7193742729,29758,2,148,2.0,18
2024-04-29,7193742729,29758,2,91,2.0,18
2024-04-29,7193742729,29758,2,124,1.0,18
2024-04-29,7193742833,29759,0,289,2.0,18
2024-04-29,7193742833,29759,0,148,2.0,18
2024-04-29,7193742872,29761,1,170,1.0,18
2024-04-29,7193743656,29783,2,169,3.0,18
2024-04-29,7193743656,29783,2,589,2.0,18
2024-04-29,7193743656,29783,2,416,3.0,18
2024-04-29,7193743772,29787,1,135,1.0,18
2024-04-29,7193743772,29787,1,87,1.0,18
2024-04-29,7193744015,29791,0,28,1.0,18
2024-04-29,7193744015,29791,0,218,2.0,18
2024-04-29,7193744391,29795,2,161,4.0,18
2024-04-29,7193744391,29795,2,87,2.0,18
2024-04-29,7193744465,29798,4,81,1.0,18
2024-04-29,7193744465,29798,4,148,8.0,18
2024-04-29,7193744465,29798,4,120,1.0,18
2024-04-29,7193744465,29798,4,288,1.0,18
2024-04-29,7193744465,29798,4,170,1.0,18
2024-04-29,7193744465,29798,4,135,1.0,18
2024-04-29,7193744465,29798,4,589,1.0,18
2024-04-29,7193744465,29798,4,130,6.0,18
2024-04-29,7193744465,29798,4,176,1.0,18
2024-04-29,7193744465,29798,4,87,2.0,18
2024-04-29,7193744465,29798,4,79,10.0,18
2024-04-29,7193744570,29799,4,148,12.0,18
2024-04-29,7193744649,29801,3,1124,1.0,18
2024-04-29,7193745127,29808,2,26,1.0,18
2024-04-29,7193745127,29808,2,91,6.0,18
2024-04-29,7193745127,29808,2,161,4.0,18
2024-04-29,7193745864,29815,0,148,2.0,18
2024-04-29,7193745864,29815,0,87,1.0,18
2024-04-29,7193746057,29819,4,290,4.0,18
2024-04-29,7193746057,29819,4,91,4.0,18
2024-04-29,7193746057,29819,4,218,2.0,18
2024-04-29,7193746057,29819,4,130,2.0,18
2024-04-29,7193746057,29819,4,34,1.0,18
2024-04-29,7193746070,29820,2,81,1.0,18
2024-04-29,7193746070,29820,2,589,1.0,18
2024-04-29,7193746070,29820,2,1072,2.0,18
2024-04-29,7193746146,29823,1,91,2.0,18
2024-04-29,7193746146,29823,1,87,1.0,18
2024-04-29,7193746529,29831,2,91,2.0,18
2024-04-29,7193747070,29840,1,26,1.0,18
2024-04-29,7193747247,29848,2,148,5.0,18
2024-04-29,7193747247,29848,2,290,4.0,18
2024-04-29,7193747247,29848,2,28,1.0,18
2024-04-29,7193747247,29848,2,79,5.0,18
2024-04-29,7193747656,29853,0,601,1.0,18
2024-04-29,7193747656,29853,0,34,1.0,18
2024-04-29,7193747656,29853,0,1072,1.0,18
2024-04-29,7193748567,29870,0,34,1.0,18
2024-04-29,7193749190,29887,3,120,1.0,18
2024-04-29,7193749190,29887,3,218,3.0,18
2024-04-29,7193749431,29892,3,1072,1.0,18
2024-04-29,7193749448,29893,2,81,1.0,18
2024-04-29,7193749448,29893,2,91,3.0,18
2024-04-29,7193749448,29893,2,130,3.0,18
2024-04-29,7193749448,29893,2,87,1.0,18
2024-04-29,7193749562,29904,2,148,2.0,18
2024-04-29,7193749562,29904,2,91,3.0,18
2024-04-29,7193749562,29904,2,124,1.0,18
2024-04-29,7193749595,29906,1,81,1.0,18
2024-04-29,7193749595,29906,1,26,1.0,18
2024-04-29,7193749595,29906,1,120,1.0,18
2024-04-29,7193749595,29906,1,91,2.0,18
2024-04-29,7193749801,29913,4,148,10.0,18
2024-04-29,7193749801,29913,4,28,12.0,18
2024-04-29,7193749801,29913,4,169,4.0,18
2024-04-29,7193749801,29913,4,321,1.0,18
2024-04-29,7193749801,29913,4,170,4.0,18
2024-04-29,7193749801,29913,4,1075,2.0,18
2024-04-29,7193749801,29913,4,589,2.0,18
2024-04-29,7193749801,29913,4,218,4.0,18
2024-04-29,7193749801,29913,4,129,12.0,18
2024-04-29,7193749801,29913,4,176,1.0,18
2024-04-29,7193749802,29914,2,288,3.0,18
2024-04-29,7193749802,29914,2,321,1.0,18
2024-04-29,7193749802,29914,2,170,2.0,18
2024-04-29,7193749941,29919,1,26,1.0,18
2024-04-29,7193749941,29919,1,288,1.0,18
2024-04-29,7193749941,29919,1,91,2.0,18
2024-04-29,7193749941,29919,1,94,1.0,18
2024-04-29,7193749941,29919,1,130,1.0,18
2024-04-29,7193749941,29919,1,34,1.0,18
2024-04-29,7193750284,29923,1,28,6.0,18
2024-04-29,7193750284,29923,1,91,10.0,18
2024-04-29,7193750284,29923,1,124,1.0,18
2024-04-29,7193750446,29924,0,91,2.0,18
2024-04-29,7193750446,29924,0,130,2.0,18
2024-04-29,7193750446,29924,0,87,2.0,18
2024-04-29,7193750578,29933,0,91,3.0,18
2024-04-29,7193750578,29933,0,124,1.0,18
2024-04-29,7193750578,29933,0,34,1.0,18
2024-04-29,7193750578,29933,0,161,4.0,18
2024-04-29,7193750677,29936,2,105,1.0,18
2024-04-29,7193750677,29936,2,589,1.0,18
2024-04-29,7193750677,29936,2,218,1.0,18
2024-04-29,7193750677,29936,2,176,1.0,18
2024-04-29,7193750703,29937,3,376,4.0,18
2024-04-29,7193750703,29937,3,170,1.0,18
2024-04-29,7193750703,29937,3,130,4.0,18
2024-04-29,7193750703,29937,3,161,4.0,18
2024-04-29,7193750703,29937,3,87,2.0,18
2024-04-29,7193750778,29938,2,81,1.0,18
2024-04-29,7193750778,29938,2,26,1.0,18
2024-04-29,7193750778,29938,2,601,1.0,18
2024-04-29,7193750778,29938,2,170,1.0,18
2024-04-29,7193750778,29938,2,1075,1.0,18
2024-04-29,7193750778,29938,2,34,1.0,18
2024-04-29,7193750785,29939,0,91,1.0,18
2024-04-29,7193750785,29939,0,87,1.0,18
2024-04-29,7193750918,29942,1,91,4.0,18
2024-04-29,7193751608,29953,1,87,1.0,18
2024-04-29,7193752090,29961,2,28,1.0,18
2024-04-29,7193752090,29961,2,91,1.0,18
2024-04-29,7193752090,29961,2,124,1.0,18
2024-04-29,7193752090,29961,2,129,1.0,18
2024-04-29,7193752090,29961,2,130,1.0,18
2024-04-29,7193752090,29961,2,1124,1.0,18
2024-04-29,7193752449,29962,0,120,2.0,18
2024-04-29,7193752671,29963,1,28,1.0,18
2024-04-29,7193752671,29963,1,91,1.0,18
2024-04-29,7193752909,29965,2,124,1.0,18
2024-04-29,7193752909,29965,2,601,1.0,18
2024-04-29,7193752909,29965,2,105,1.0,18
2024-04-29,7193752909,29965,2,34,1.0,18
2024-04-29,7193752909,29965,2,87,1.0,18
2024-04-29,7193753057,29969,3,146,1.0,18
2024-04-29,7193753057,29969,3,510,1.0,18
2024-04-29,7193753057,29969,3,28,2.0,18
2024-04-29,7193753057,29969,3,79,4.0,18
2024-04-29,7193753184,29970,3,28,2.0,18
2024-04-29,7193753184,29970,3,91,2.0,18
2024-04-29,7193753184,29970,3,105,1.0,18
2024-04-29,7193753184,29970,3,130,2.0,18
2024-04-29,7193753184,29970,3,176,1.0,18
2024-04-29,7193753530,29975,3,81,2.0,18
2024-04-29,7193753530,29975,3,289,1.0,18
2024-04-29,7193753530,29975,3,148,2.0,18
2024-04-29,7193753530,29975,3,120,2.0,18
2024-04-29,7193753530,29975,3,91,2.0,18
2024-04-29,7193753530,29975,3,94,1.0,18
2024-04-29,7193753530,29975,3,105,1.0,18
2024-04-29,7193753530,29975,3,130,2.0,18
2024-04-29,7193753530,29975,3,34,1.0,18
2024-04-29,7193753530,29975,3,79,2.0,18
2024-04-29,7193753630,29978,4,353,4.0,18
2024-04-29,7193753630,29978,4,290,6.0,18
2024-04-29,7193753630,29978,4,91,5.0,18
2024-04-29,7193753630,29978,4,34,1.0,18
2024-04-29,7193753630,29978,4,176,2.0,18
2024-04-29,7193753630,29978,4,161,4.0,18
2024-04-29,7193753789,29536,4,26,1.0,18
2024-04-29,7193753789,29536,4,124,20.0,18
2024-04-29,7193753789,29536,4,170,2.0,18
2024-04-29,7193753928,29985,3,105,1.0,18
2024-04-29,7193753928,29985,3,34,1.0,18
2024-04-29,7193754001,29988,0,81,1.0,18
2024-04-29,7193754001,29988,0,26,1.0,18
2024-04-29,7193754001,29988,0,124,1.0,18
2024-04-29,7193754076,29992,0,91,2.0,18
2024-04-29,7193754135,29996,3,148,2.0,18
2024-04-29,7193754135,29996,3,91,2.0,18
2024-04-29,7193754135,29996,3,105,1.0,18
2024-04-29,7193754135,29996,3,87,2.0,18
2024-04-29,7193754386,30000,4,81,1.0,18
2024-04-29,7193754386,30000,4,28,1.0,18
2024-04-29,7193754386,30000,4,91,3.0,18
2024-04-29,7193754386,30000,4,124,1.0,18
2024-04-29,7193754495,30008,0,81,1.0,18
2024-04-29,7193754495,30008,0,26,1.0,18
2024-04-29,7193754495,30008,0,135,1.0,18
2024-04-29,7193754661,30014,3,288,1.0,18
2024-04-29,7193754661,30014,3,91,2.0,18
2024-04-29,7193754661,30014,3,124,1.0,18
2024-04-29,7193754661,30014,3,94,1.0,18
2024-04-29,7193754661,30014,3,130,1.0,18
2024-04-29,7193754661,30014,3,161,2.0,18
2024-04-29,7193754676,30015,2,81,1.0,18
2024-04-29,7193754676,30015,2,91,4.0,18
2024-04-29,7193754676,30015,2,130,4.0,18
2024-04-29,7193754676,30015,2,87,1.0,18
2024-04-29,7193756784,30031,0,218,3.0,18
2024-04-29,7193756784,30031,0,34,1.0,18
2024-04-29,7193757067,30033,2,94,1.0,18
2024-04-29,7193757067,30033,2,217,1.0,18
2024-04-29,7193757067,30033,2,79,1.0,18
2024-04-29,7193757612,30038,1,81,1.0,18
2024-04-29,7193757612,30038,1,120,1.0,18
2024-04-29,7193757612,30038,1,28,1.0,18
2024-04-29,7193757841,30046,0,91,2.0,18
2024-04-29,7193757841,30046,0,87,1.0,18
2024-04-29,7193758266,30053,0,289,2.0,18
2024-04-29,7193758266,30053,0,148,2.0,18
2024-04-29,7193758266,30053,0,218,3.0,18
2024-04-29,7193758653,30056,0,87,1.0,18
2024-04-29,7193758707,30058,2,91,3.0,18
2024-04-29,7193758906,30059,2,26,1.0,18
2024-04-29,7193758906,30059,2,91,2.0,18
2024-04-29,7193758906,30059,2,124,1.0,18
2024-04-29,7193758906,30059,2,129,1.0,18
2024-04-29,7193758906,30059,2,130,5.0,18
2024-04-29,7193758906,30059,2,34,1.0,18
2024-04-29,7193759247,30064,4,81,1.0,18
2024-04-29,7193759247,30064,4,148,2.0,18
2024-04-29,7193759247,30064,4,288,1.0,18
2024-04-29,7193759247,30064,4,28,1.0,18
2024-04-29,7193759247,30064,4,91,2.0,18
2024-04-29,7193759247,30064,4,94,1.0,18
2024-04-29,7193759247,30064,4,218,2.0,18
2024-04-29,7193759247,30064,4,130,2.0,18
2024-04-29,7193759247,30064,4,1072,2.0,18
2024-04-29,7193759258,30065,1,81,1.0,18
2024-04-29,7193759258,30065,1,26,1.0,18
2024-04-29,7193759258,30065,1,91,2.0,18
2024-04-29,7193759258,30065,1,135,1.0,18
2024-04-29,7193759258,30065,1,130,1.0,18
2024-04-29,7193759258,30065,1,87,1.0,18
2024-04-29,7193759258,30065,1,79,1.0,18
2024-04-29,7193759571,30072,2,120,1.0,18
2024-04-29,7193759571,30072,2,288,1.0,18
2024-04-29,7193759571,30072,2,91,5.0,18
2024-04-29,7193759571,30072,2,94,1.0,18
2024-04-29,7193759571,30072,2,589,1.0,18
2024-04-29,7193759571,30072,2,218,4.0,18
2024-04-29,7193760174,30043,0,81,1.0,18
2024-04-29,7193760174,30043,0,91,1.0,18
2024-04-29,7193760174,30043,0,170,1.0,18
2024-04-29,7193760174,30043,0,79,1.0,18
2024-04-29,7193760291,30093,3,1075,1.0,18
2024-04-29,7193760291,30093,3,105,1.0,18
2024-04-29,7193760291,30093,3,79,1.0,18
2024-04-29,7193760550,30098,2,120,1.0,18
2024-04-29,7193760550,30098,2,91,2.0,18
2024-04-29,7193760550,30098,2,169,1.0,18
2024-04-29,7193760550,30098,2,170,1.0,18
2024-04-29,7193760550,30098,2,129,1.0,18
2024-04-29,7193760550,30098,2,130,1.0,18
2024-04-29,7193760550,30098,2,87,1.0,18
2024-04-29,7193760552,30099,1,81,1.0,18
2024-04-29,7193760552,30099,1,120,1.0,18
2024-04-29,7193760552,30099,1,91,1.0,18
2024-04-29,7193760552,30099,1,170,1.0,18
2024-04-29,7193760552,30099,1,130,1.0,18
2024-04-29,7193760552,30099,1,79,1.0,18
2024-04-29,7193761354,30106,0,170,2.0,18
2024-04-29,7193761354,30106,0,218,3.0,18
2024-04-29,7193761967,30110,2,28,1.0,18
2024-04-29,7193761967,30110,2,217,1.0,18
2024-04-29,7193761967,30110,2,34,1.0,18
2024-04-29,7193762026,30111,2,28,1.0,18
2024-04-29,7193762026,30111,2,130,1.0,18
2024-04-29,7193762026,30111,2,79,1.0,18
2024-04-29,7193762040,30112,0,94,1.0,18
2024-04-29,7193762040,30112,0,130,2.0,18
2024-04-29,7193762296,30115,4,146,1.0,18
2024-04-29,7193762504,30098,2,79,5.0,18
2024-04-29,7193762745,30123,4,290,4.0,18
2024-04-29,7193762745,30123,4,91,6.0,18
2024-04-29,7193762745,30123,4,170,2.0,18
2024-04-29,7193762745,30123,4,105,1.0,18
2024-04-29,7193762745,30123,4,129,3.0,18
2024-04-29,7193762745,30123,4,130,3.0,18
2024-04-29,7193762745,30123,4,87,2.0,18
2024-04-29,7193762745,30123,4,79,10.0,18
2024-04-29,7193763057,30133,2,161,5.0,18
2024-04-29,7193763217,30136,4,1124,6.0,18
2024-04-29,7193763512,30145,0,26,1.0,18
2024-04-29,7193763512,30145,0,135,1.0,18
2024-04-29,7193764012,30154,1,218,6.0,18
2024-04-29,7193764499,30165,2,28,1.0,18
2024-04-29,7193764499,30165,2,91,2.0,18
2024-04-29,7193764499,30165,2,589,1.0,18
2024-04-29,7193764499,30165,2,34,2.0,18
2024-04-29,7193764499,30165,2,176,1.0,18
2024-04-29,7193764499,30165,2,1072,1.0,18
2024-04-29,7193764499,30165,2,79,1.0,18
2024-04-29,7193764684,30173,2,26,1.0,18
2024-04-29,7193764684,30173,2,91,3.0,18
2024-04-29,7193765396,30186,3,91,3.0,18
2024-04-29,7193765396,30186,3,124,1.0,18
2024-04-29,7193765396,30186,3,601,1.0,18
2024-04-29,7193765396,30186,3,170,1.0,18
2024-04-29,7193765396,30186,3,1075,3.0,18
2024-04-29,7193765396,30186,3,87,4.0,18
2024-04-29,7193767448,30214,0,589,1.0,18
2024-04-29,7193767448,30214,0,130,1.0,18
2024-04-29,7193768765,30228,2,288,2.0,18
2024-04-29,7193768765,30228,2,170,1.0,18
2024-04-29,7193768765,30228,2,129,4.0,18
2024-04-29,7193768765,30228,2,130,3.0,18
2024-04-29,7193768843,30230,2,176,1.0,18
2024-04-29,7193768843,30230,2,79,1.0,18
2024-04-29,7193769957,30211,0,87,2.0,18
2024-04-29,7193769957,30211,0,79,1.0,18
2024-04-29,7193770012,30248,0,290,3.0,18
2024-04-29,7193770142,30260,4,289,2.0,18
2024-04-29,7193770142,30260,4,148,2.0,18
2024-04-29,7193770142,30260,4,91,3.0,18
2024-04-29,7193770142,30260,4,601,1.0,18
2024-04-29,7193770142,30260,4,130,3.0,18
2024-04-29,7193770142,30260,4,34,1.0,18
2024-04-29,7193770216,30263,0,91,1.0,18
2024-04-29,7193770216,30263,0,105,1.0,18
2024-04-29,7193770216,30263,0,87,1.0,18
2024-04-29,7193770717,30271,2,91,6.0,18
2024-04-29,7193770717,30271,2,589,1.0,18
2024-04-29,7193770717,30271,2,129,6.0,18
2024-04-29,7193770717,30271,2,130,6.0,18
2024-04-29,7193770717,30271,2,34,1.0,18
2024-04-29,7193770927,30279,0,91,2.0,18
2024-04-29,7193770927,30279,0,129,2.0,18
2024-04-29,7193770927,30279,0,130,2.0,18
2024-04-29,7193770927,30279,0,34,1.0,18
2024-04-29,7193771252,30287,0,146,1.0,18
2024-04-29,7193771252,30287,0,91,1.0,18
2024-04-29,7193771252,30287,0,169,1.0,18
2024-04-29,7193771252,30287,0,105,1.0,18
2024-04-29,7193771252,30287,0,87,1.0,18
2024-04-29,7193771282,30288,3,148,10.0,18
2024-04-29,7193771282,30288,3,91,3.0,18
2024-04-29,7193771282,30288,3,87,3.0,18
2024-04-29,7193771690,30299,0,90,3.0,18
2024-04-29,7193771690,30299,0,120,2.0,18
2024-04-29,7193771690,30299,0,161,5.0,18
2024-04-29,7193771756,30301,3,81,1.0,18
2024-04-29,7193771756,30301,3,120,4.0,18
2024-04-29,7193771756,30301,3,290,2.0,18
2024-04-29,7193771756,30301,3,91,6.0,18
2024-04-29,7193771756,30301,3,94,2.0,18
2024-04-29,7193771756,30301,3,170,2.0,18
2024-04-29,7193771756,30301,3,1075,1.0,18
2024-04-29,7193771756,30301,3,130,2.0,18
2024-04-29,7193771756,30301,3,87,4.0,18
2024-04-29,7193771756,30301,3,79,2.0,18
2024-04-29,7193771924,30172,0,120,2.0,18
2024-04-29,7193771924,30172,0,135,1.0,18
2024-04-29,7193771924,30172,0,589,1.0,18
2024-04-29,7193771924,30172,0,87,2.0,18
2024-04-29,7193772040,30306,2,105,1.0,18
2024-04-29,7193772040,30306,2,87,1.0,18
2024-04-29,7193772281,30221,3,28,3.0,18
2024-04-29,7193772281,30221,3,79,3.0,18
2024-04-29,7193772344,30317,1,135,1.0,18
2024-04-29,7193772344,30317,1,176,1.0,18
2024-04-29,7193772377,30318,0,120,1.0,18
2024-04-29,7193772552,30271,2,26,1.0,18
2024-04-29,7193772850,30330,0,170,2.0,18
2024-04-29,7193773023,30331,2,124,2.0,18
2024-04-29,7193773377,30338,0,87,1.0,18
2024-04-29,7193773377,30338,0,79,3.0,18
2024-04-29,7193773588,30339,0,81,1.0,18
2024-04-29,7193773657,30340,0,170,2.0,18
2024-04-29,7193773657,30340,0,87,2.0,18
2024-04-29,7193774511,30350,3,81,2.0,18
2024-04-29,7193774511,30350,3,120,1.0,18
2024-04-29,7193774511,30350,3,91,2.0,18
2024-04-29,7193774511,30350,3,94,1.0,18
2024-04-29,7193774511,30350,3,135,1.0,18
2024-04-29,7193774511,30350,3,129,2.0,18
2024-04-29,7193774511,30350,3,130,2.0,18
2024-04-29,7193774511,30350,3,87,3.0,18
2024-04-29,7193774756,30354,1,26,1.0,18
2024-04-29,7193774756,30354,1,94,1.0,18
2024-04-29,7193774756,30354,1,87,1.0,18
2024-04-29,7193774923,30358,2,28,1.0,18
2024-04-29,7193774952,30359,0,589,1.0,18
2024-04-29,7193774952,30359,0,87,2.0,18
2024-04-29,7193775469,30366,0,218,2.0,18
2024-04-29,7193775536,30367,4,26,1.0,18
2024-04-29,7193775536,30367,4,289,2.0,18
2024-04-29,7193775536,30367,4,148,2.0,18
2024-04-29,7193775536,30367,4,91,3.0,18
2024-04-29,7193775536,30367,4,589,1.0,18
2024-04-29,7193775536,30367,4,129,6.0,18
2024-04-29,7193775536,30367,4,130,6.0,18
2024-04-29,7193775996,29467,2,1075,1.0,18
2024-04-29,7193775996,29467,2,589,1.0,18
2024-04-29,7193776179,30370,4,507,1.0,18
2024-04-29,7193776179,30370,4,81,1.0,18
2024-04-29,7193776179,30370,4,26,1.0,18
2024-04-29,7193776179,30370,4,148,4.0,18
2024-04-29,7193776179,30370,4,290,3.0,18
2024-04-29,7193776179,30370,4,91,4.0,18
2024-04-29,7193776179,30370,4,321,1.0,18
2024-04-29,7193776179,30370,4,601,1.0,18
2024-04-29,7193776179,30370,4,170,1.0,18
2024-04-29,7193776179,30370,4,130,6.0,18
2024-04-29,7193776193,30371,3,146,1.0,18
2024-04-29,7193776193,30371,3,81,1.0,18
2024-04-29,7193776193,30371,3,91,3.0,18
2024-04-29,7193776193,30371,3,124,1.0,18
2024-04-29,7193776193,30371,3,130,3.0,18
2024-04-29,7193776266,30375,2,289,10.0,18
2024-04-29,7193776266,30375,2,91,2.0,18
2024-04-29,7193776266,30375,2,170,1.0,18
2024-04-29,7193776266,30375,2,218,1.0,18
2024-04-29,7193776266,30375,2,176,1.0,18
2024-05-01,7193821648,30443,0,589,1.0,18
2024-05-01,7193821648,30443,0,87,1.0,18
2024-05-01,7193824603,30458,2,81,1.0,18
2024-05-01,7193824603,30458,2,120,1.0,18
2024-05-01,7193824603,30458,2,91,1.0,18
2024-05-01,7193824603,30458,2,34,1.0,18
2024-05-01,7193824603,30458,2,87,1.0,18
2024-05-01,7193824664,30459,2,81,1.0,18
2024-05-01,7193824664,30459,2,120,1.0,18
2024-05-01,7193824664,30459,2,91,2.0,18
2024-05-01,7193824664,30459,2,94,1.0,18
2024-05-01,7193824664,30459,2,218,2.0,18
2024-05-01,7193824664,30459,2,129,1.0,18
2024-05-01,7193824664,30459,2,130,2.0,18
2024-05-01,7193824718,30460,2,120,1.0,18
2024-05-01,7193824718,30460,2,170,1.0,18
2024-05-01,7193824718,30460,2,79,1.0,18
2024-05-01,7193824750,30461,2,120,1.0,18
2024-05-01,7193824750,30461,2,91,2.0,18
2024-05-01,7193824750,30461,2,130,1.0,18
2024-05-01,7193824750,30461,2,87,1.0,18
