CUSTOMER_ID,PRODUCT_ID,Semana
29446,26,25
29446,28,25
29446,79,25
29446,81,25
29446,87,25
29446,91,25
29446,105,25
29446,120,25
29446,130,25
29446,135,25
29446,170,25
29446,218,25
29446,1218,25
36578,87,25
36578,146,25
36578,218,25
36578,589,25
36578,1075,25
