CUSTOMER_ID,customer_target_mean
29446,1.0
29446,1.0
29446,1.0
29446,1.0
29446,1.0
29446,1.0
29446,1.0
29446,1.0
29446,1.0
29446,1.0
29446,1.0
29446,1.0
29446,1.0
29446,1.0
29446,1.0
29446,1.0
29446,1.0
29446,1.0
29446,1.0
29446,1.0
29446,1.0
29446,1.0
29446,1.0
29452,1.375
29452,1.375
29452,1.375
29452,1.375
29452,1.375
29452,1.375
29452,1.375
29452,1.375
29463,1.375
29463,1.375
29463,1.375
29463,1.375
29463,1.375
29463,1.375
29463,1.375
29463,1.375
29463,1.375
29463,1.375
29463,1.375
29463,1.375
29463,1.375
29463,1.375
29463,1.375
29463,1.375
29464,1.4
29464,1.4
29464,1.4
29464,1.4
29464,1.4
29464,1.4
29464,1.4
29464,1.4
29464,1.4
29464,1.4
29464,1.4
29464,1.4
29464,1.4
29464,1.4
29464,1.4
29466,1.3636363636363635
29466,1.3636363636363635
29466,1.3636363636363635
29466,1.3636363636363635
29466,1.3636363636363635
29466,1.3636363636363635
29466,1.3636363636363635
29466,1.3636363636363635
29466,1.3636363636363635
29466,1.3636363636363635
29466,1.3636363636363635
29467,2.0
29467,2.0
29467,2.0
29467,2.0
29467,2.0
29467,2.0
29467,2.0
29467,2.0
29467,2.0
29467,2.0
29467,2.0
29467,2.0
29467,2.0
29467,2.0
29467,2.0
29467,2.0
29467,2.0
29467,2.0
29479,1.8571428571428572
29479,1.8571428571428572
29479,1.8571428571428572
29479,1.8571428571428572
29479,1.8571428571428572
29479,1.8571428571428572
29479,1.8571428571428572
29479,1.8571428571428572
29479,1.8571428571428572
29479,1.8571428571428572
29479,1.8571428571428572
29479,1.8571428571428572
29479,1.8571428571428572
29479,1.8571428571428572
29481,1.7058823529411764
29481,1.7058823529411764
29481,1.7058823529411764
29481,1.7058823529411764
29481,1.7058823529411764
29481,1.7058823529411764
29481,1.7058823529411764
29481,1.7058823529411764
29481,1.7058823529411764
29481,1.7058823529411764
29481,1.7058823529411764
29481,1.7058823529411764
29481,1.7058823529411764
29481,1.7058823529411764
29481,1.7058823529411764
29481,1.7058823529411764
29481,1.7058823529411764
29482,1.2
29482,1.2
29482,1.2
29482,1.2
29482,1.2
29485,1.7692307692307692
29485,1.7692307692307692
29485,1.7692307692307692
29485,1.7692307692307692
29485,1.7692307692307692
29485,1.7692307692307692
29485,1.7692307692307692
29485,1.7692307692307692
29485,1.7692307692307692
29485,1.7692307692307692
29485,1.7692307692307692
29485,1.7692307692307692
29485,1.7692307692307692
29488,1.0
29499,1.3333333333333333
29499,1.3333333333333333
29499,1.3333333333333333
29499,1.3333333333333333
29499,1.3333333333333333
29499,1.3333333333333333
29499,1.3333333333333333
29499,1.3333333333333333
29499,1.3333333333333333
29499,1.3333333333333333
29499,1.3333333333333333
29499,1.3333333333333333
29499,1.3333333333333333
29499,1.3333333333333333
29499,1.3333333333333333
29499,1.3333333333333333
29499,1.3333333333333333
29499,1.3333333333333333
29499,1.3333333333333333
29499,1.3333333333333333
29499,1.3333333333333333
29499,1.3333333333333333
29499,1.3333333333333333
29499,1.3333333333333333
29499,1.3333333333333333
29499,1.3333333333333333
29499,1.3333333333333333
29500,1.3
29500,1.3
29500,1.3
29500,1.3
29500,1.3
29500,1.3
29500,1.3
29500,1.3
29500,1.3
29500,1.3
29500,1.3
29500,1.3
29500,1.3
29500,1.3
29500,1.3
29500,1.3
29500,1.3
29500,1.3
29500,1.3
29500,1.3
29505,1.813953488372093
29505,1.813953488372093
29505,1.813953488372093
29505,1.813953488372093
29505,1.813953488372093
29505,1.813953488372093
29505,1.813953488372093
29505,1.813953488372093
29505,1.813953488372093
29505,1.813953488372093
29505,1.813953488372093
29505,1.813953488372093
29505,1.813953488372093
29505,1.813953488372093
29505,1.813953488372093
29505,1.813953488372093
29505,1.813953488372093
29505,1.813953488372093
29505,1.813953488372093
29505,1.813953488372093
29505,1.813953488372093
29505,1.813953488372093
29505,1.813953488372093
29505,1.813953488372093
29505,1.813953488372093
29505,1.813953488372093
29505,1.813953488372093
29505,1.813953488372093
29505,1.813953488372093
29505,1.813953488372093
29505,1.813953488372093
29505,1.813953488372093
29505,1.813953488372093
29505,1.813953488372093
29505,1.813953488372093
29505,1.813953488372093
29505,1.813953488372093
29505,1.813953488372093
29505,1.813953488372093
29505,1.813953488372093
29505,1.813953488372093
29505,1.813953488372093
29505,1.813953488372093
29506,1.2142857142857142
29506,1.2142857142857142
29506,1.2142857142857142
29506,1.2142857142857142
29506,1.2142857142857142
29506,1.2142857142857142
29506,1.2142857142857142
29506,1.2142857142857142
29506,1.2142857142857142
29506,1.2142857142857142
29506,1.2142857142857142
29506,1.2142857142857142
29506,1.2142857142857142
29506,1.2142857142857142
29510,1.3076923076923077
29510,1.3076923076923077
29510,1.3076923076923077
29510,1.3076923076923077
29510,1.3076923076923077
29510,1.3076923076923077
29510,1.3076923076923077
29510,1.3076923076923077
29510,1.3076923076923077
29510,1.3076923076923077
29510,1.3076923076923077
29510,1.3076923076923077
29510,1.3076923076923077
29514,1.0909090909090908
29514,1.0909090909090908
29514,1.0909090909090908
29514,1.0909090909090908
29514,1.0909090909090908
29514,1.0909090909090908
29514,1.0909090909090908
29514,1.0909090909090908
29514,1.0909090909090908
29514,1.0909090909090908
29514,1.0909090909090908
29519,2.2142857142857144
29519,2.2142857142857144
29519,2.2142857142857144
29519,2.2142857142857144
29519,2.2142857142857144
29519,2.2142857142857144
29519,2.2142857142857144
29519,2.2142857142857144
29519,2.2142857142857144
29519,2.2142857142857144
29519,2.2142857142857144
29519,2.2142857142857144
29519,2.2142857142857144
29519,2.2142857142857144
29520,1.5
29520,1.5
29520,1.5
29520,1.5
29523,2.6666666666666665
29523,2.6666666666666665
29523,2.6666666666666665
29523,2.6666666666666665
29523,2.6666666666666665
29523,2.6666666666666665
29523,2.6666666666666665
29523,2.6666666666666665
29523,2.6666666666666665
29524,2.5
29524,2.5
29524,2.5
29524,2.5
29524,2.5
29524,2.5
29524,2.5
29524,2.5
29524,2.5
29524,2.5
29524,2.5
29524,2.5
29524,2.5
29524,2.5
