target_cliente,target_producto,Semana,cantidad,se_compra
1.0384615384615385,1.3422053231939164,20,1.0,0
1.0384615384615385,1.0615079365079365,20,1.0,0
1.0384615384615385,1.1846153846153846,20,1.0,0
1.0384615384615385,1.09009009009009,22,1.0,0
1.0384615384615385,1.7833333333333334,19,1.0,0
1.0384615384615385,1.0780984719864177,20,1.0,0
1.0384615384615385,1.9090909090909092,18,1.0,0
1.0384615384615385,3.2275449101796405,19,1.0,0
1.75,2.625222024866785,19,3.0,0
1.75,2.625222024866785,21,2.0,0
1.75,1.1640112464854733,21,1.0,0
1.75,1.7638114546376078,19,1.0,0
1.75,1.7638114546376078,22,1.0,0
1.75,3.3890237979601747,19,3.0,0
1.75,3.3890237979601747,21,3.0,0
1.75,1.2392444910807974,18,2.0,0
1.75,1.2392444910807974,21,1.0,0
1.75,3.50066401062417,19,1.0,0
1.75,3.50066401062417,21,2.0,0
1.75,1.3422053231939164,21,1.0,0
1.0,1.4461152882205515,18,1.0,0
1.0,3.3890237979601747,18,1.0,0
1.0,3.3890237979601747,20,1.0,0
1.3157894736842106,1.107371794871795,19,1.0,1
1.3157894736842106,1.107371794871795,20,1.0,0
1.3157894736842106,1.2613412228796843,18,1.0,0
1.3157894736842106,1.2613412228796843,22,1.0,0
1.3157894736842106,1.1640112464854733,21,1.0,0
1.3157894736842106,1.7638114546376078,18,1.0,1
1.3157894736842106,1.7638114546376078,19,1.0,0
1.3157894736842106,3.3890237979601747,19,3.0,0
1.3157894736842106,1.0398089171974523,18,1.0,1
1.3157894736842106,1.0398089171974523,19,1.0,0
1.3157894736842106,1.3876404494382022,18,1.0,0
1.3157894736842106,3.50066401062417,19,2.0,0
1.3157894736842106,4.700952380952381,19,3.0,0
1.3157894736842106,1.3422053231939164,21,1.0,0
1.3157894736842106,3.5988023952095807,19,2.0,0
1.3157894736842106,1.089051094890511,20,1.0,0
1.3157894736842106,1.0676855895196506,18,1.0,0
1.3157894736842106,1.0676855895196506,21,1.0,0
1.3157894736842106,1.0780984719864177,20,1.0,0
2.05,1.107371794871795,21,1.0,1
2.05,1.107371794871795,22,1.0,0
2.05,1.4461152882205515,18,2.0,0
2.05,1.4461152882205515,21,2.0,0
2.05,1.2613412228796843,19,1.0,0
2.05,2.625222024866785,18,4.0,0
2.05,1.1640112464854733,19,1.0,0
2.05,1.7638114546376078,21,3.0,0
2.05,3.3890237979601747,19,2.0,0
2.05,3.3890237979601747,21,5.0,0
2.05,1.3876404494382022,19,1.0,0
2.05,2.970066518847007,19,2.0,0
2.05,2.970066518847007,21,2.0,0
2.05,1.275064267352185,18,1.0,0
2.05,3.50066401062417,21,2.0,0
2.05,2.7088607594936707,19,6.0,0
2.05,1.091710758377425,19,1.0,0
2.05,1.09009009009009,22,1.0,0
2.05,1.1353383458646618,18,1.0,0
2.05,1.7833333333333334,19,2.0,0
1.5,1.4461152882205515,18,2.0,0
1.5,1.2613412228796843,19,1.0,0
1.5,1.7638114546376078,20,2.0,0
1.5,3.3890237979601747,18,2.0,0
1.5,3.3890237979601747,20,2.0,1
1.5,3.3890237979601747,21,2.0,0
1.5,1.0398089171974523,18,1.0,0
1.5,2.970066518847007,18,2.0,0
1.5,2.970066518847007,20,1.0,1
1.5,2.970066518847007,21,1.0,0
1.5,1.0615079365079365,18,1.0,0
1.5,2.7088607594936707,19,3.0,1
1.5,2.7088607594936707,20,2.0,0
1.5,1.091710758377425,20,1.0,1
1.5,1.091710758377425,21,1.0,0
1.5,1.089051094890511,21,1.0,0
1.5,1.0676855895196506,20,1.0,0
1.5,1.0780984719864177,21,1.0,0
1.0,1.7638114546376078,19,1.0,0
1.0,1.7638114546376078,21,1.0,0
1.0,3.3890237979601747,21,1.0,1
1.0,3.3890237979601747,22,1.0,0
1.7916666666666667,1.4461152882205515,22,2.0,0
1.7916666666666667,1.2613412228796843,18,1.0,0
1.7916666666666667,1.2613412228796843,22,1.0,0
1.7916666666666667,2.625222024866785,18,2.0,0
1.7916666666666667,1.1640112464854733,18,2.0,0
1.7916666666666667,1.7638114546376078,22,1.0,0
1.7916666666666667,3.3890237979601747,18,2.0,0
1.7916666666666667,3.3890237979601747,22,2.0,0
1.7916666666666667,1.1394335511982572,18,1.0,0
1.7916666666666667,1.1394335511982572,22,1.0,0
1.7916666666666667,1.0398089171974523,18,1.0,0
1.7916666666666667,1.2392444910807974,18,2.0,0
1.7916666666666667,1.2392444910807974,22,1.0,0
1.7916666666666667,2.970066518847007,18,2.0,0
1.7916666666666667,2.970066518847007,22,2.0,0
1.7916666666666667,1.275064267352185,22,1.0,0
1.7916666666666667,3.50066401062417,18,2.0,0
1.7916666666666667,3.50066401062417,22,2.0,0
1.7916666666666667,1.3422053231939164,22,1.0,0
1.7916666666666667,1.0615079365079365,22,1.0,0
1.7916666666666667,1.091710758377425,22,1.0,0
1.7916666666666667,3.5988023952095807,18,1.0,0
1.7916666666666667,1.1353383458646618,22,1.0,0
1.7916666666666667,1.6901408450704225,22,10.0,0
2.56,1.107371794871795,19,1.0,0
2.56,1.107371794871795,21,1.0,0
2.56,1.2613412228796843,18,1.0,1
2.56,1.2613412228796843,19,1.0,0
2.56,2.625222024866785,19,3.0,1
2.56,2.625222024866785,20,4.0,0
2.56,1.7638114546376078,19,2.0,0
2.56,1.7638114546376078,22,1.0,0
2.56,3.3890237979601747,18,5.0,0
2.56,2.388888888888889,19,4.0,0
2.56,2.970066518847007,19,4.0,0
2.56,1.275064267352185,19,1.0,0
2.56,3.50066401062417,19,6.0,0
2.56,4.700952380952381,18,4.0,0
2.56,1.3422053231939164,19,2.0,0
2.56,1.0615079365079365,18,2.0,0
2.56,1.0615079365079365,21,1.0,0
2.56,1.091710758377425,23,1.0,0
2.56,4.400826446280992,18,6.0,0
2.56,4.400826446280992,20,4.0,0
2.56,4.932203389830509,18,4.0,0
2.56,1.1353383458646618,19,1.0,0
2.56,1.089051094890511,21,1.0,0
2.56,1.0676855895196506,19,1.0,0
2.56,3.2275449101796405,19,3.0,0
1.9444444444444444,1.107371794871795,21,1.0,0
1.9444444444444444,1.2613412228796843,18,1.0,1
1.9444444444444444,1.2613412228796843,19,1.0,0
1.9444444444444444,1.2613412228796843,23,1.0,0
1.9444444444444444,2.625222024866785,21,2.0,0
1.9444444444444444,1.1640112464854733,21,1.0,0
1.9444444444444444,3.3890237979601747,19,4.0,0
1.9444444444444444,3.3890237979601747,21,3.0,0
1.9444444444444444,3.3890237979601747,23,3.0,0
1.9444444444444444,1.0398089171974523,18,1.0,0
1.9444444444444444,1.2392444910807974,21,1.0,0
1.9444444444444444,3.50066401062417,19,3.0,0
1.9444444444444444,4.700952380952381,19,6.0,0
1.9444444444444444,1.3422053231939164,21,1.0,0
1.9444444444444444,1.091710758377425,21,1.0,0
1.9444444444444444,3.5988023952095807,19,3.0,0
1.9444444444444444,1.089051094890511,21,1.0,0
1.9444444444444444,1.0676855895196506,23,1.0,0
1.5757575757575757,1.107371794871795,20,1.0,1
1.5757575757575757,1.107371794871795,21,1.0,1
1.5757575757575757,1.107371794871795,22,1.0,0
1.5757575757575757,1.2613412228796843,18,2.0,0
1.5757575757575757,1.2613412228796843,20,1.0,1
1.5757575757575757,1.2613412228796843,21,1.0,1
1.5757575757575757,1.2613412228796843,22,2.0,0
1.5757575757575757,3.3890237979601747,20,2.0,1
1.5757575757575757,3.3890237979601747,21,3.0,1
1.5757575757575757,3.3890237979601747,22,2.0,0
1.5757575757575757,1.3876404494382022,19,1.0,0
1.5757575757575757,1.3876404494382022,21,1.0,1
1.5757575757575757,1.3876404494382022,22,1.0,0
1.5757575757575757,2.388888888888889,18,2.0,0
1.5757575757575757,2.970066518847007,18,2.0,1
1.5757575757575757,2.970066518847007,19,2.0,0
1.5757575757575757,2.970066518847007,22,3.0,0
1.5757575757575757,1.275064267352185,20,1.0,1
1.5757575757575757,1.275064267352185,21,1.0,1
1.5757575757575757,1.275064267352185,22,1.0,0
1.5757575757575757,4.700952380952381,19,6.0,0
1.5757575757575757,1.3422053231939164,18,1.0,1
1.5757575757575757,1.3422053231939164,19,1.0,0
1.5757575757575757,1.3422053231939164,21,1.0,1
1.5757575757575757,1.3422053231939164,22,1.0,0
1.5757575757575757,1.09009009009009,18,1.0,0
1.5757575757575757,1.0676855895196506,20,1.0,0
1.5757575757575757,1.7833333333333334,18,2.0,1
1.5757575757575757,1.7833333333333334,19,2.0,0
1.5757575757575757,1.0780984719864177,19,1.0,0
1.5757575757575757,1.0780984719864177,21,1.0,0
1.5757575757575757,3.2275449101796405,18,1.0,1
1.5757575757575757,3.2275449101796405,19,2.0,0
1.1764705882352942,1.107371794871795,18,1.0,0
1.1764705882352942,1.107371794871795,21,1.0,0
1.1764705882352942,1.2613412228796843,22,1.0,0
1.1764705882352942,1.1640112464854733,18,1.0,0
1.1764705882352942,1.1640112464854733,20,1.0,0
1.1764705882352942,1.1640112464854733,22,1.0,0
1.1764705882352942,1.7638114546376078,22,1.0,0
1.1764705882352942,1.3876404494382022,18,1.0,0
1.1764705882352942,1.3876404494382022,20,1.0,1
1.1764705882352942,1.3876404494382022,21,1.0,0
1.1764705882352942,1.0615079365079365,22,1.0,0
1.1764705882352942,2.7088607594936707,21,2.0,0
1.1764705882352942,1.09009009009009,22,1.0,0
1.1764705882352942,1.0676855895196506,22,1.0,0
1.1764705882352942,1.6901408450704225,21,1.0,1
1.1764705882352942,1.6901408450704225,22,3.0,0
1.1764705882352942,1.0780984719864177,20,1.0,0
2.375,1.107371794871795,20,1.0,0
2.375,3.3890237979601747,18,2.0,0
2.375,1.2392444910807974,20,1.0,0
2.375,1.2392444910807974,22,2.0,0
2.375,1.3876404494382022,20,1.0,0
2.375,2.970066518847007,20,4.0,0
2.375,5.142857142857143,22,6.0,0
2.375,3.2275449101796405,20,2.0,0
1.375,1.2613412228796843,20,2.0,0
1.375,1.7638114546376078,20,2.0,0
1.375,1.3876404494382022,20,1.0,1
1.375,1.3876404494382022,21,1.0,0
1.375,1.099041533546326,20,1.0,0
1.375,1.1846153846153846,20,1.0,0
1.375,1.091710758377425,20,2.0,0
1.375,1.0676855895196506,20,1.0,0
1.6666666666666667,1.107371794871795,21,1.0,0
1.6666666666666667,1.2613412228796843,18,1.0,0
1.6666666666666667,1.7638114546376078,18,2.0,0
1.6666666666666667,1.7638114546376078,21,1.0,0
1.6666666666666667,3.3890237979601747,18,2.0,0
1.6666666666666667,1.0398089171974523,18,1.0,0
1.6666666666666667,1.2392444910807974,18,1.0,0
1.6666666666666667,2.970066518847007,21,2.0,0
1.6666666666666667,1.099041533546326,18,2.0,0
1.6666666666666667,3.50066401062417,18,2.0,0
1.6666666666666667,4.700952380952381,21,4.0,0
1.6666666666666667,1.3422053231939164,21,1.0,0
1.5227272727272727,1.107371794871795,19,1.0,0
1.5227272727272727,1.107371794871795,19,1.0,0
1.5227272727272727,1.107371794871795,21,1.0,0
1.5227272727272727,1.4461152882205515,18,1.0,1
1.5227272727272727,1.4461152882205515,19,1.0,0
1.5227272727272727,1.4461152882205515,19,1.0,0
1.5227272727272727,1.1640112464854733,18,1.0,0
1.5227272727272727,1.1640112464854733,21,1.0,0
1.5227272727272727,1.7638114546376078,19,1.0,0
1.5227272727272727,1.7638114546376078,19,1.0,0
1.5227272727272727,1.7638114546376078,22,1.0,0
1.5227272727272727,3.3890237979601747,18,3.0,0
1.5227272727272727,1.1394335511982572,19,1.0,0
1.5227272727272727,1.1394335511982572,19,1.0,0
1.5227272727272727,1.0398089171974523,19,1.0,0
1.5227272727272727,1.0398089171974523,19,1.0,0
1.5227272727272727,1.0398089171974523,22,1.0,0
1.5227272727272727,1.2392444910807974,19,1.0,0
1.5227272727272727,1.2392444910807974,19,1.0,0
1.5227272727272727,1.2392444910807974,21,1.0,0
1.5227272727272727,1.3876404494382022,18,1.0,0
1.5227272727272727,1.3876404494382022,21,1.0,1
1.5227272727272727,1.3876404494382022,22,1.0,0
1.5227272727272727,2.970066518847007,19,2.0,0
1.5227272727272727,2.970066518847007,19,2.0,0
1.5227272727272727,2.970066518847007,21,2.0,0
1.5227272727272727,1.275064267352185,21,1.0,1
1.5227272727272727,1.275064267352185,22,1.0,0
1.5227272727272727,3.50066401062417,19,3.0,0
1.5227272727272727,3.50066401062417,19,3.0,0
1.5227272727272727,3.50066401062417,21,2.0,1
1.5227272727272727,3.50066401062417,22,3.0,0
1.5227272727272727,1.3422053231939164,19,1.0,0
1.5227272727272727,1.3422053231939164,19,1.0,0
1.5227272727272727,1.3422053231939164,22,1.0,0
1.5227272727272727,1.0615079365079365,22,1.0,0
1.5227272727272727,2.7088607594936707,22,2.0,0
1.5227272727272727,3.5988023952095807,21,4.0,0
1.5227272727272727,4.400826446280992,21,6.0,0
1.5227272727272727,1.1353383458646618,21,1.0,1
1.5227272727272727,1.1353383458646618,22,1.0,0
1.5227272727272727,1.0780984719864177,21,1.0,0
1.5227272727272727,3.2275449101796405,19,2.0,0
1.5227272727272727,3.2275449101796405,19,2.0,0
1.375,1.107371794871795,21,1.0,0
1.375,1.107371794871795,23,1.0,0
1.375,2.625222024866785,22,1.0,0
1.375,1.7638114546376078,20,1.0,0
1.375,1.7638114546376078,23,1.0,0
1.375,3.3890237979601747,22,2.0,0
1.375,1.2392444910807974,21,1.0,0
1.375,1.3876404494382022,19,1.0,0
1.375,1.3876404494382022,21,2.0,0
1.375,2.970066518847007,22,2.0,0
1.375,1.099041533546326,21,1.0,0
1.375,1.099041533546326,23,1.0,0
1.375,1.1846153846153846,21,1.0,0
1.375,1.1846153846153846,23,1.0,0
1.375,2.7088607594936707,21,4.0,0
1.375,1.091710758377425,23,1.0,0
1.3571428571428572,1.107371794871795,18,1.0,1
1.3571428571428572,1.107371794871795,19,1.0,0
1.3571428571428572,1.1640112464854733,18,1.0,0
1.3571428571428572,1.1640112464854733,21,1.0,0
1.3571428571428572,1.7638114546376078,19,1.0,0
1.3571428571428572,3.3890237979601747,19,4.0,0
1.3571428571428572,3.3890237979601747,22,3.0,0
1.3571428571428572,1.0398089171974523,19,1.0,0
1.3571428571428572,1.2392444910807974,19,1.0,0
1.3571428571428572,1.2392444910807974,21,1.0,1
1.3571428571428572,1.2392444910807974,22,1.0,0
1.3571428571428572,1.099041533546326,18,1.0,1
1.3571428571428572,1.099041533546326,19,1.0,0
1.3571428571428572,3.50066401062417,19,1.0,0
1.894736842105263,3.3890237979601747,18,2.0,0
1.894736842105263,3.3890237979601747,22,1.0,0
1.894736842105263,1.1394335511982572,18,1.0,0
1.894736842105263,1.1394335511982572,22,1.0,0
1.894736842105263,1.3876404494382022,18,1.0,0
1.894736842105263,1.3876404494382022,22,1.0,0
1.894736842105263,2.970066518847007,18,1.0,0
1.894736842105263,2.970066518847007,20,2.0,0
1.894736842105263,3.50066401062417,20,2.0,0
1.894736842105263,3.50066401062417,22,4.0,0
1.894736842105263,4.700952380952381,18,2.0,0
1.894736842105263,4.700952380952381,20,6.0,0
1.894736842105263,4.700952380952381,22,4.0,0
1.894736842105263,2.7088607594936707,20,3.0,0
1.894736842105263,1.091710758377425,18,1.0,0
1.894736842105263,1.091710758377425,22,1.0,0
1.894736842105263,1.0676855895196506,22,1.0,0
1.894736842105263,1.0780984719864177,20,1.0,0
1.894736842105263,1.0780984719864177,22,1.0,0
2.1153846153846154,1.107371794871795,20,1.0,0
2.1153846153846154,1.1640112464854733,18,1.0,1
2.1153846153846154,1.1640112464854733,19,1.0,0
2.1153846153846154,1.1640112464854733,21,1.0,1
2.1153846153846154,1.1640112464854733,22,1.0,0
2.1153846153846154,1.7638114546376078,18,1.0,0
2.1153846153846154,1.7638114546376078,22,1.0,0
2.1153846153846154,3.3890237979601747,18,4.0,0
2.1153846153846154,3.3890237979601747,21,4.0,1
2.1153846153846154,3.3890237979601747,22,3.0,1
2.1153846153846154,3.3890237979601747,23,4.0,0
2.1153846153846154,2.970066518847007,18,4.0,1
2.1153846153846154,2.970066518847007,19,3.0,0
2.1153846153846154,2.970066518847007,19,2.0,1
2.1153846153846154,2.970066518847007,20,4.0,1
2.1153846153846154,2.970066518847007,21,4.0,0
2.1153846153846154,2.970066518847007,23,4.0,0
2.1153846153846154,1.3422053231939164,23,1.0,0
2.1153846153846154,2.7088607594936707,19,2.0,0
2.1153846153846154,2.7088607594936707,22,1.0,1
2.1153846153846154,2.7088607594936707,23,2.0,0
2.1153846153846154,1.091710758377425,19,1.0,0
2.1153846153846154,1.6901408450704225,22,1.0,0
2.1153846153846154,3.2275449101796405,19,2.0,0
2.1153846153846154,3.2275449101796405,19,1.0,1
2.1153846153846154,3.2275449101796405,20,1.0,0
1.8,1.107371794871795,19,1.0,0
1.8,1.2613412228796843,18,1.0,0
1.8,1.2613412228796843,22,1.0,0
1.8,1.1640112464854733,20,1.0,0
1.8,1.1640112464854733,22,1.0,0
1.8,1.7638114546376078,19,1.0,0
1.8,1.7638114546376078,22,1.0,0
1.8,3.3890237979601747,22,3.0,0
1.8,2.7088607594936707,18,3.0,0
1.8,4.400826446280992,22,5.0,0
1.0416666666666667,2.625222024866785,18,1.0,0
1.0416666666666667,2.625222024866785,21,1.0,0
1.0416666666666667,1.7638114546376078,20,1.0,1
1.0416666666666667,1.7638114546376078,21,1.0,0
1.0416666666666667,3.3890237979601747,19,1.0,0
1.0416666666666667,3.3890237979601747,21,2.0,1
1.0416666666666667,3.3890237979601747,22,1.0,0
1.0416666666666667,1.1394335511982572,18,1.0,0
1.0416666666666667,1.1394335511982572,20,1.0,0
1.0416666666666667,1.1394335511982572,22,1.0,0
1.0416666666666667,1.2392444910807974,19,1.0,0
1.0416666666666667,1.2392444910807974,21,1.0,0
1.0416666666666667,1.3876404494382022,20,1.0,0
1.0416666666666667,2.388888888888889,19,1.0,0
1.0416666666666667,2.970066518847007,19,1.0,0
1.0416666666666667,2.970066518847007,21,1.0,0
1.0416666666666667,1.099041533546326,21,1.0,0
1.0416666666666667,3.50066401062417,21,1.0,0
1.0416666666666667,1.3422053231939164,19,1.0,0
1.0416666666666667,1.0615079365079365,20,1.0,0
1.0416666666666667,1.1846153846153846,18,1.0,0
1.0416666666666667,1.1846153846153846,21,1.0,0
1.0416666666666667,1.091710758377425,21,1.0,0
1.0416666666666667,1.9090909090909092,19,1.0,0
1.0,1.4461152882205515,18,1.0,0
1.0,1.1640112464854733,18,1.0,0
1.0,1.2392444910807974,18,1.0,0
1.0,1.107371794871795,21,1.0,1
1.0,1.107371794871795,22,1.0,0
1.0,2.625222024866785,18,1.0,0
1.0,1.1640112464854733,18,1.0,0
1.0,1.1640112464854733,21,1.0,0
1.0,1.7638114546376078,21,1.0,0
1.0,3.3890237979601747,18,1.0,0
1.0,1.0398089171974523,21,1.0,0
1.0,1.2392444910807974,22,1.0,0
1.0,1.3422053231939164,18,1.0,0
1.0,1.3422053231939164,22,1.0,0
1.0,1.6901408450704225,21,1.0,1
1.0,1.6901408450704225,22,1.0,0
1.1,1.107371794871795,21,1.0,0
1.1,1.1640112464854733,21,1.0,0
1.1,1.7638114546376078,18,1.0,0
1.1,1.7638114546376078,20,1.0,0
1.1,1.7638114546376078,22,1.0,0
1.1,3.3890237979601747,18,2.0,0
1.1,3.3890237979601747,22,1.0,0
1.1,1.0398089171974523,20,1.0,0
1.1,1.091710758377425,21,1.0,0
1.1,3.2275449101796405,20,1.0,0
2.3076923076923075,1.1640112464854733,21,1.0,1
2.3076923076923075,1.1640112464854733,22,1.0,0
2.3076923076923075,1.7638114546376078,19,1.0,0
2.3076923076923075,1.7638114546376078,21,1.0,1
2.3076923076923075,1.7638114546376078,22,2.0,0
2.3076923076923075,3.3890237979601747,19,5.0,0
2.3076923076923075,3.3890237979601747,21,6.0,0
2.3076923076923075,3.50066401062417,18,2.0,0
2.3076923076923075,3.50066401062417,22,2.0,0
2.3076923076923075,1.3422053231939164,22,1.0,0
2.3076923076923075,2.7088607594936707,18,3.0,1
2.3076923076923075,2.7088607594936707,19,3.0,0
2.3076923076923075,3.5988023952095807,18,2.0,0
1.8571428571428572,1.2392444910807974,23,1.0,0
1.8571428571428572,1.3876404494382022,19,1.0,0
1.8571428571428572,1.275064267352185,19,1.0,0
1.8571428571428572,4.700952380952381,19,4.0,0
1.8571428571428572,2.7088607594936707,19,2.0,0
1.8571428571428572,1.091710758377425,23,1.0,0
1.8571428571428572,4.932203389830509,19,3.0,0
2.0,1.1640112464854733,20,1.0,0
2.0,1.7638114546376078,18,1.0,0
2.0,3.3890237979601747,20,3.0,1
2.0,3.3890237979601747,21,2.0,0
2.0,1.0398089171974523,19,1.0,0
2.0,3.50066401062417,21,4.0,0
2.0,4.700952380952381,20,2.0,0
1.1,1.107371794871795,20,1.0,0
1.1,1.1640112464854733,18,1.0,0
1.1,1.1640112464854733,22,1.0,0
1.1,1.7638114546376078,19,1.0,0
1.1,3.3890237979601747,20,2.0,0
1.1,1.0398089171974523,18,1.0,0
1.1,1.2392444910807974,19,1.0,0
1.1,1.3422053231939164,19,1.0,0
1.1,1.6901408450704225,20,1.0,0
1.1,3.2275449101796405,19,1.0,0
1.8888888888888888,1.2613412228796843,19,1.0,0
1.8888888888888888,3.3890237979601747,18,3.0,0
1.8888888888888888,3.3890237979601747,22,4.0,0
1.8888888888888888,3.50066401062417,19,4.0,0
1.8888888888888888,4.700952380952381,22,4.0,0
1.8888888888888888,2.093264248704663,19,1.0,0
1.8888888888888888,2.093264248704663,22,2.0,0
1.8888888888888888,1.3422053231939164,19,1.0,0
1.8888888888888888,1.0615079365079365,19,1.0,0
1.8888888888888888,2.7088607594936707,19,1.0,0
1.8888888888888888,2.7088607594936707,22,2.0,0
1.8888888888888888,1.089051094890511,22,1.0,0
1.8888888888888888,1.0676855895196506,22,1.0,0
1.8888888888888888,1.7833333333333334,20,1.0,0
1.8888888888888888,1.7833333333333334,22,1.0,0
1.8888888888888888,1.7833333333333334,22,1.0,0
1.8888888888888888,1.0780984719864177,22,1.0,0
1.8888888888888888,3.2275449101796405,19,4.0,0
2.033333333333333,1.107371794871795,18,1.0,0
2.033333333333333,1.107371794871795,20,1.0,0
2.033333333333333,1.2613412228796843,18,1.0,1
2.033333333333333,1.2613412228796843,19,1.0,0
2.033333333333333,1.2613412228796843,21,1.0,0
2.033333333333333,1.1640112464854733,21,1.0,0
2.033333333333333,3.3890237979601747,18,2.0,1
2.033333333333333,3.3890237979601747,19,3.0,1
2.033333333333333,3.3890237979601747,20,10.0,0
2.033333333333333,3.3890237979601747,22,4.0,0
2.033333333333333,1.3876404494382022,18,1.0,1
2.033333333333333,1.3876404494382022,19,1.0,1
2.033333333333333,1.3876404494382022,20,1.0,1
2.033333333333333,1.3876404494382022,21,1.0,1
2.033333333333333,1.3876404494382022,22,1.0,0
2.033333333333333,2.388888888888889,18,1.0,1
2.033333333333333,2.388888888888889,19,2.0,0
2.033333333333333,2.970066518847007,18,5.0,1
2.033333333333333,2.970066518847007,19,2.0,1
2.033333333333333,2.970066518847007,20,5.0,1
2.033333333333333,2.970066518847007,21,2.0,1
2.033333333333333,2.970066518847007,22,3.0,0
2.033333333333333,1.099041533546326,19,2.0,0
2.033333333333333,1.1846153846153846,21,1.0,0
2.033333333333333,1.091710758377425,19,2.0,0
2.033333333333333,1.09009009009009,19,1.0,0
2.033333333333333,1.09009009009009,21,1.0,0
2.033333333333333,5.142857142857143,21,1.0,0
2.033333333333333,4.271604938271605,21,1.0,0
2.033333333333333,1.6901408450704225,22,2.0,0
4.25,3.3890237979601747,20,5.0,0
4.25,4.700952380952381,21,6.0,0
4.25,3.5988023952095807,20,5.0,0
4.25,1.089051094890511,20,1.0,0
2.857142857142857,1.2613412228796843,20,1.0,0
2.857142857142857,1.7638114546376078,22,8.0,0
2.857142857142857,3.3890237979601747,21,4.0,0
2.857142857142857,1.2392444910807974,20,1.0,0
2.857142857142857,2.970066518847007,21,2.0,0
2.857142857142857,2.987012987012987,19,3.0,0
2.857142857142857,1.0780984719864177,20,1.0,0
1.4848484848484849,1.107371794871795,19,1.0,0
1.4848484848484849,1.4461152882205515,18,1.0,1
1.4848484848484849,1.4461152882205515,19,2.0,0
1.4848484848484849,1.2613412228796843,22,2.0,0
1.4848484848484849,1.1640112464854733,18,1.0,0
1.4848484848484849,1.1640112464854733,22,1.0,0
1.4848484848484849,3.3890237979601747,18,2.0,0
1.4848484848484849,3.3890237979601747,21,2.0,1
1.4848484848484849,3.3890237979601747,22,2.0,0
1.4848484848484849,1.1394335511982572,18,1.0,0
1.4848484848484849,1.1394335511982572,21,1.0,0
1.4848484848484849,1.3876404494382022,19,1.0,0
1.4848484848484849,1.3876404494382022,22,1.0,0
1.4848484848484849,2.970066518847007,18,2.0,0
1.4848484848484849,2.970066518847007,22,2.0,0
1.4848484848484849,1.275064267352185,19,1.0,0
1.4848484848484849,1.275064267352185,21,1.0,1
1.4848484848484849,1.275064267352185,22,2.0,0
1.4848484848484849,3.50066401062417,18,2.0,0
1.4848484848484849,3.50066401062417,22,2.0,0
1.4848484848484849,1.3422053231939164,22,1.0,0
1.4848484848484849,1.0615079365079365,19,1.0,0
1.4848484848484849,2.7088607594936707,18,2.0,0
1.4848484848484849,1.091710758377425,18,1.0,0
1.4848484848484849,1.09009009009009,21,1.0,0
1.4848484848484849,1.089051094890511,21,1.0,0
1.4848484848484849,1.0676855895196506,19,1.0,0
1.4848484848484849,1.6901408450704225,21,1.0,0
1.4848484848484849,1.7833333333333334,18,2.0,1
1.4848484848484849,1.7833333333333334,19,2.0,0
1.4848484848484849,1.7833333333333334,21,3.0,0
1.4848484848484849,1.0780984719864177,21,1.0,0
1.4848484848484849,3.2275449101796405,19,2.0,0
1.1428571428571428,1.107371794871795,18,1.0,0
1.1428571428571428,2.625222024866785,18,1.0,0
1.1428571428571428,1.1640112464854733,18,1.0,0
1.1428571428571428,1.7638114546376078,18,1.0,0
1.1428571428571428,3.3890237979601747,18,2.0,0
1.1428571428571428,2.970066518847007,18,1.0,0
1.1428571428571428,1.099041533546326,18,1.0,0
2.0,1.107371794871795,22,1.0,0
2.0,1.4461152882205515,20,3.0,0
2.0,1.2613412228796843,22,1.0,0
2.0,2.625222024866785,20,3.0,0
2.0,1.1640112464854733,20,2.0,0
2.0,1.7638114546376078,20,3.0,0
2.0,1.7638114546376078,22,1.0,0
2.0,3.3890237979601747,18,5.0,1
2.0,3.3890237979601747,19,6.0,0
2.0,1.1394335511982572,18,1.0,1
2.0,1.1394335511982572,19,1.0,0
2.0,1.1394335511982572,22,1.0,1
2.0,1.1394335511982572,23,1.0,0
2.0,1.0398089171974523,19,1.0,0
2.0,1.2392444910807974,18,1.0,1
2.0,1.2392444910807974,19,1.0,1
2.0,1.2392444910807974,20,3.0,0
2.0,1.2392444910807974,22,1.0,1
2.0,1.2392444910807974,23,1.0,0
2.0,2.970066518847007,20,3.0,0
2.0,1.0615079365079365,19,1.0,0
2.0,1.0615079365079365,21,1.0,0
2.0,1.0615079365079365,23,1.0,0
2.0,2.7088607594936707,18,4.0,0
2.0,1.091710758377425,18,1.0,0
2.0,1.091710758377425,23,1.0,0
2.0,1.089051094890511,18,1.0,0
2.0,3.2275449101796405,20,6.0,0
1.0,1.107371794871795,18,1.0,0
1.0,1.1640112464854733,21,1.0,0
1.0,1.7638114546376078,18,1.0,0
1.0,1.0398089171974523,18,1.0,0
1.0,1.0615079365079365,18,1.0,0
1.0,1.0615079365079365,21,1.0,0
1.0,1.089051094890511,18,1.0,0
1.0,1.089051094890511,21,1.0,0
1.0,1.0780984719864177,18,1.0,0
1.0,1.0780984719864177,21,1.0,0
2.1333333333333333,1.107371794871795,21,1.0,0
2.1333333333333333,2.625222024866785,21,4.0,0
2.1333333333333333,1.7638114546376078,20,2.0,0
2.1333333333333333,3.3890237979601747,19,4.0,0
2.1333333333333333,3.3890237979601747,22,4.0,0
