ORDER_DATE,Semana,CUSTOMER_ID,cliente,PRODUCT_ID,producto,QTY
2024-04-29,18,29658,2,1072,3,1.0
2024-04-29,18,29669,3,81,5,1.0
2024-04-29,18,29669,3,148,1,4.0
2024-04-29,18,29669,3,91,2,4.0
2024-04-29,18,29669,3,601,0,1.0
2024-04-29,18,29669,3,170,6,1.0
2024-04-29,18,29669,3,135,0,1.0
2024-04-29,18,29669,3,105,6,1.0
2024-04-29,18,29669,3,34,5,1.0
2024-04-29,18,29700,2,353,3,4.0
2024-04-29,18,29700,2,91,2,1.0
2024-04-29,18,29700,2,589,6,1.0
2024-04-29,18,29700,2,161,1,6.0
2024-04-29,18,29559,1,81,5,1.0
2024-04-29,18,29559,1,87,4,1.0
2024-04-29,18,29710,2,91,2,5.0
2024-04-29,18,29710,2,124,6,1.0
2024-04-29,18,29711,0,124,6,1.0
2024-04-29,18,29711,0,321,0,1.0
2024-04-29,18,29711,0,34,5,1.0
2024-04-29,18,29717,3,81,5,1.0
2024-04-29,18,29717,3,26,5,1.0
2024-04-29,18,29717,3,176,6,1.0
2024-04-29,18,29717,3,87,4,1.0
2024-04-29,18,29740,4,90,3,4.0
2024-04-29,18,29740,4,376,3,4.0
2024-04-29,18,29740,4,904,3,4.0
2024-04-29,18,29740,4,161,1,6.0
2024-04-29,18,29748,0,79,6,2.0
2024-04-29,18,29758,2,148,1,2.0
2024-04-29,18,29758,2,91,2,2.0
2024-04-29,18,29758,2,124,6,1.0
2024-04-29,18,29759,0,289,0,2.0
2024-04-29,18,29759,0,148,1,2.0
2024-04-29,18,29761,1,170,6,1.0
2024-04-29,18,29783,2,169,0,3.0
2024-04-29,18,29783,2,589,6,2.0
2024-04-29,18,29783,2,416,3,3.0
2024-04-29,18,29787,1,135,0,1.0
2024-04-29,18,29787,1,87,4,1.0
2024-04-29,18,29791,0,28,0,1.0
2024-04-29,18,29791,0,218,6,2.0
2024-04-29,18,29795,2,161,1,4.0
2024-04-29,18,29795,2,87,4,2.0
2024-04-29,18,29798,4,81,5,1.0
2024-04-29,18,29798,4,148,1,8.0
2024-04-29,18,29798,4,120,5,1.0
2024-04-29,18,29798,4,288,6,1.0
2024-04-29,18,29798,4,170,6,1.0
2024-04-29,18,29798,4,135,0,1.0
2024-04-29,18,29798,4,589,6,1.0
2024-04-29,18,29798,4,130,1,6.0
2024-04-29,18,29798,4,176,6,1.0
2024-04-29,18,29798,4,87,4,2.0
2024-04-29,18,29798,4,79,6,10.0
2024-04-29,18,29799,4,148,1,12.0
2024-04-29,18,29801,3,1124,3,1.0
2024-04-29,18,29808,2,26,5,1.0
2024-04-29,18,29808,2,91,2,6.0
2024-04-29,18,29808,2,161,1,4.0
2024-04-29,18,29815,0,148,1,2.0
2024-04-29,18,29815,0,87,4,1.0
2024-04-29,18,29819,4,290,0,4.0
2024-04-29,18,29819,4,91,2,4.0
2024-04-29,18,29819,4,218,6,2.0
2024-04-29,18,29819,4,130,1,2.0
2024-04-29,18,29819,4,34,5,1.0
2024-04-29,18,29820,2,81,5,1.0
2024-04-29,18,29820,2,589,6,1.0
2024-04-29,18,29820,2,1072,3,2.0
2024-04-29,18,29823,1,91,2,2.0
2024-04-29,18,29823,1,87,4,1.0
2024-04-29,18,29831,2,91,2,2.0
2024-04-29,18,29840,1,26,5,1.0
2024-04-29,18,29848,2,148,1,5.0
2024-04-29,18,29848,2,290,0,4.0
2024-04-29,18,29848,2,28,0,1.0
2024-04-29,18,29848,2,79,6,5.0
2024-04-29,18,29853,0,601,0,1.0
2024-04-29,18,29853,0,34,5,1.0
2024-04-29,18,29853,0,1072,3,1.0
2024-04-29,18,29870,0,34,5,1.0
2024-04-29,18,29887,3,120,5,1.0
2024-04-29,18,29887,3,218,6,3.0
2024-04-29,18,29892,3,1072,3,1.0
2024-04-29,18,29893,2,81,5,1.0
2024-04-29,18,29893,2,91,2,3.0
2024-04-29,18,29893,2,130,1,3.0
2024-04-29,18,29893,2,87,4,1.0
2024-04-29,18,29904,2,148,1,2.0
2024-04-29,18,29904,2,91,2,3.0
2024-04-29,18,29904,2,124,6,1.0
2024-04-29,18,29906,1,81,5,1.0
2024-04-29,18,29906,1,26,5,1.0
2024-04-29,18,29906,1,120,5,1.0
2024-04-29,18,29906,1,91,2,2.0
2024-04-29,18,29913,4,148,1,10.0
2024-04-29,18,29913,4,28,0,12.0
2024-04-29,18,29913,4,169,0,4.0
2024-04-29,18,29913,4,321,0,1.0
2024-04-29,18,29913,4,170,6,4.0
2024-04-29,18,29913,4,1075,6,2.0
2024-04-29,18,29913,4,589,6,2.0
2024-04-29,18,29913,4,218,6,4.0
2024-04-29,18,29913,4,129,3,12.0
2024-04-29,18,29913,4,176,6,1.0
2024-04-29,18,29914,2,288,6,3.0
2024-04-29,18,29914,2,321,0,1.0
2024-04-29,18,29914,2,170,6,2.0
2024-04-29,18,29919,1,26,5,1.0
2024-04-29,18,29919,1,288,6,1.0
2024-04-29,18,29919,1,91,2,2.0
2024-04-29,18,29919,1,94,0,1.0
2024-04-29,18,29919,1,130,1,1.0
2024-04-29,18,29919,1,34,5,1.0
2024-04-29,18,29923,1,28,0,6.0
2024-04-29,18,29923,1,91,2,10.0
2024-04-29,18,29923,1,124,6,1.0
2024-04-29,18,29924,0,91,2,2.0
2024-04-29,18,29924,0,130,1,2.0
2024-04-29,18,29924,0,87,4,2.0
2024-04-29,18,29933,0,91,2,3.0
2024-04-29,18,29933,0,124,6,1.0
2024-04-29,18,29933,0,34,5,1.0
2024-04-29,18,29933,0,161,1,4.0
2024-04-29,18,29936,2,105,6,1.0
2024-04-29,18,29936,2,589,6,1.0
2024-04-29,18,29936,2,218,6,1.0
2024-04-29,18,29936,2,176,6,1.0
2024-04-29,18,29937,3,376,3,4.0
2024-04-29,18,29937,3,170,6,1.0
2024-04-29,18,29937,3,130,1,4.0
2024-04-29,18,29937,3,161,1,4.0
2024-04-29,18,29937,3,87,4,2.0
2024-04-29,18,29938,2,81,5,1.0
2024-04-29,18,29938,2,26,5,1.0
2024-04-29,18,29938,2,601,0,1.0
2024-04-29,18,29938,2,170,6,1.0
2024-04-29,18,29938,2,1075,6,1.0
2024-04-29,18,29938,2,34,5,1.0
2024-04-29,18,29939,0,91,2,1.0
2024-04-29,18,29939,0,87,4,1.0
2024-04-29,18,29942,1,91,2,4.0
2024-04-29,18,29953,1,87,4,1.0
2024-04-29,18,29961,2,28,0,1.0
2024-04-29,18,29961,2,91,2,1.0
2024-04-29,18,29961,2,124,6,1.0
2024-04-29,18,29961,2,129,3,1.0
2024-04-29,18,29961,2,130,1,1.0
2024-04-29,18,29961,2,1124,3,1.0
2024-04-29,18,29962,0,120,5,2.0
2024-04-29,18,29963,1,28,0,1.0
2024-04-29,18,29963,1,91,2,1.0
2024-04-29,18,29965,2,124,6,1.0
2024-04-29,18,29965,2,601,0,1.0
2024-04-29,18,29965,2,105,6,1.0
2024-04-29,18,29965,2,34,5,1.0
2024-04-29,18,29965,2,87,4,1.0
2024-04-29,18,29969,3,146,0,1.0
2024-04-29,18,29969,3,510,3,1.0
2024-04-29,18,29969,3,28,0,2.0
2024-04-29,18,29969,3,79,6,4.0
2024-04-29,18,29970,3,28,0,2.0
2024-04-29,18,29970,3,91,2,2.0
2024-04-29,18,29970,3,105,6,1.0
2024-04-29,18,29970,3,130,1,2.0
2024-04-29,18,29970,3,176,6,1.0
2024-04-29,18,29975,3,81,5,2.0
2024-04-29,18,29975,3,289,0,1.0
2024-04-29,18,29975,3,148,1,2.0
2024-04-29,18,29975,3,120,5,2.0
2024-04-29,18,29975,3,91,2,2.0
2024-04-29,18,29975,3,94,0,1.0
2024-04-29,18,29975,3,105,6,1.0
2024-04-29,18,29975,3,130,1,2.0
2024-04-29,18,29975,3,34,5,1.0
2024-04-29,18,29975,3,79,6,2.0
2024-04-29,18,29978,4,353,3,4.0
2024-04-29,18,29978,4,290,0,6.0
2024-04-29,18,29978,4,91,2,5.0
2024-04-29,18,29978,4,34,5,1.0
2024-04-29,18,29978,4,176,6,2.0
2024-04-29,18,29978,4,161,1,4.0
2024-04-29,18,29536,4,26,5,1.0
2024-04-29,18,29536,4,124,6,20.0
2024-04-29,18,29536,4,170,6,2.0
2024-04-29,18,29985,3,105,6,1.0
2024-04-29,18,29985,3,34,5,1.0
2024-04-29,18,29988,0,81,5,1.0
2024-04-29,18,29988,0,26,5,1.0
2024-04-29,18,29988,0,124,6,1.0
2024-04-29,18,29992,0,91,2,2.0
2024-04-29,18,29996,3,148,1,2.0
2024-04-29,18,29996,3,91,2,2.0
2024-04-29,18,29996,3,105,6,1.0
2024-04-29,18,29996,3,87,4,2.0
2024-04-29,18,30000,4,81,5,1.0
2024-04-29,18,30000,4,28,0,1.0
2024-04-29,18,30000,4,91,2,3.0
2024-04-29,18,30000,4,124,6,1.0
2024-04-29,18,30008,0,81,5,1.0
2024-04-29,18,30008,0,26,5,1.0
2024-04-29,18,30008,0,135,0,1.0
2024-04-29,18,30014,3,288,6,1.0
2024-04-29,18,30014,3,91,2,2.0
2024-04-29,18,30014,3,124,6,1.0
2024-04-29,18,30014,3,94,0,1.0
2024-04-29,18,30014,3,130,1,1.0
2024-04-29,18,30014,3,161,1,2.0
2024-04-29,18,30015,2,81,5,1.0
2024-04-29,18,30015,2,91,2,4.0
2024-04-29,18,30015,2,130,1,4.0
2024-04-29,18,30015,2,87,4,1.0
2024-04-29,18,30031,0,218,6,3.0
2024-04-29,18,30031,0,34,5,1.0
2024-04-29,18,30033,2,94,0,1.0
2024-04-29,18,30033,2,217,0,1.0
2024-04-29,18,30033,2,79,6,1.0
2024-04-29,18,30038,1,81,5,1.0
2024-04-29,18,30038,1,120,5,1.0
2024-04-29,18,30038,1,28,0,1.0
2024-04-29,18,30046,0,91,2,2.0
2024-04-29,18,30046,0,87,4,1.0
2024-04-29,18,30053,0,289,0,2.0
2024-04-29,18,30053,0,148,1,2.0
2024-04-29,18,30053,0,218,6,3.0
2024-04-29,18,30056,0,87,4,1.0
2024-04-29,18,30058,2,91,2,3.0
2024-04-29,18,30059,2,26,5,1.0
2024-04-29,18,30059,2,91,2,2.0
2024-04-29,18,30059,2,124,6,1.0
2024-04-29,18,30059,2,129,3,1.0
2024-04-29,18,30059,2,130,1,5.0
2024-04-29,18,30059,2,34,5,1.0
2024-04-29,18,30064,4,81,5,1.0
2024-04-29,18,30064,4,148,1,2.0
2024-04-29,18,30064,4,288,6,1.0
2024-04-29,18,30064,4,28,0,1.0
2024-04-29,18,30064,4,91,2,2.0
2024-04-29,18,30064,4,94,0,1.0
2024-04-29,18,30064,4,218,6,2.0
2024-04-29,18,30064,4,130,1,2.0
2024-04-29,18,30064,4,1072,3,2.0
2024-04-29,18,30065,1,81,5,1.0
2024-04-29,18,30065,1,26,5,1.0
2024-04-29,18,30065,1,91,2,2.0
2024-04-29,18,30065,1,135,0,1.0
2024-04-29,18,30065,1,130,1,1.0
2024-04-29,18,30065,1,87,4,1.0
2024-04-29,18,30065,1,79,6,1.0
2024-04-29,18,30072,2,120,5,1.0
2024-04-29,18,30072,2,288,6,1.0
2024-04-29,18,30072,2,91,2,5.0
2024-04-29,18,30072,2,94,0,1.0
2024-04-29,18,30072,2,589,6,1.0
2024-04-29,18,30072,2,218,6,4.0
2024-04-29,18,30043,0,81,5,1.0
2024-04-29,18,30043,0,91,2,1.0
2024-04-29,18,30043,0,170,6,1.0
2024-04-29,18,30043,0,79,6,1.0
2024-04-29,18,30093,3,1075,6,1.0
2024-04-29,18,30093,3,105,6,1.0
2024-04-29,18,30093,3,79,6,1.0
2024-04-29,18,30098,2,120,5,1.0
2024-04-29,18,30098,2,91,2,2.0
2024-04-29,18,30098,2,169,0,1.0
2024-04-29,18,30098,2,170,6,1.0
2024-04-29,18,30098,2,129,3,1.0
2024-04-29,18,30098,2,130,1,1.0
2024-04-29,18,30098,2,87,4,1.0
2024-04-29,18,30099,1,81,5,1.0
2024-04-29,18,30099,1,120,5,1.0
2024-04-29,18,30099,1,91,2,1.0
2024-04-29,18,30099,1,170,6,1.0
2024-04-29,18,30099,1,130,1,1.0
2024-04-29,18,30099,1,79,6,1.0
2024-04-29,18,30106,0,170,6,2.0
2024-04-29,18,30106,0,218,6,3.0
2024-04-29,18,30110,2,28,0,1.0
2024-04-29,18,30110,2,217,0,1.0
2024-04-29,18,30110,2,34,5,1.0
2024-04-29,18,30111,2,28,0,1.0
2024-04-29,18,30111,2,130,1,1.0
2024-04-29,18,30111,2,79,6,1.0
2024-04-29,18,30112,0,94,0,1.0
2024-04-29,18,30112,0,130,1,2.0
2024-04-29,18,30115,4,146,0,1.0
2024-04-29,18,30098,2,79,6,5.0
2024-04-29,18,30123,4,290,0,4.0
2024-04-29,18,30123,4,91,2,6.0
2024-04-29,18,30123,4,170,6,2.0
2024-04-29,18,30123,4,105,6,1.0
2024-04-29,18,30123,4,129,3,3.0
2024-04-29,18,30123,4,130,1,3.0
2024-04-29,18,30123,4,87,4,2.0
2024-04-29,18,30123,4,79,6,10.0
2024-04-29,18,30133,2,161,1,5.0
2024-04-29,18,30136,4,1124,3,6.0
2024-04-29,18,30145,0,26,5,1.0
2024-04-29,18,30145,0,135,0,1.0
2024-04-29,18,30154,1,218,6,6.0
2024-04-29,18,30165,2,28,0,1.0
2024-04-29,18,30165,2,91,2,2.0
2024-04-29,18,30165,2,589,6,1.0
2024-04-29,18,30165,2,34,5,2.0
2024-04-29,18,30165,2,176,6,1.0
2024-04-29,18,30165,2,1072,3,1.0
2024-04-29,18,30165,2,79,6,1.0
2024-04-29,18,30173,2,26,5,1.0
2024-04-29,18,30173,2,91,2,3.0
2024-04-29,18,30186,3,91,2,3.0
2024-04-29,18,30186,3,124,6,1.0
2024-04-29,18,30186,3,601,0,1.0
2024-04-29,18,30186,3,170,6,1.0
2024-04-29,18,30186,3,1075,6,3.0
2024-04-29,18,30186,3,87,4,4.0
2024-04-29,18,30214,0,589,6,1.0
2024-04-29,18,30214,0,130,1,1.0
2024-04-29,18,30228,2,288,6,2.0
2024-04-29,18,30228,2,170,6,1.0
2024-04-29,18,30228,2,129,3,4.0
2024-04-29,18,30228,2,130,1,3.0
2024-04-29,18,30230,2,176,6,1.0
2024-04-29,18,30230,2,79,6,1.0
2024-04-29,18,30211,0,87,4,2.0
2024-04-29,18,30211,0,79,6,1.0
2024-04-29,18,30248,0,290,0,3.0
2024-04-29,18,30260,4,289,0,2.0
2024-04-29,18,30260,4,148,1,2.0
2024-04-29,18,30260,4,91,2,3.0
2024-04-29,18,30260,4,601,0,1.0
2024-04-29,18,30260,4,130,1,3.0
2024-04-29,18,30260,4,34,5,1.0
2024-04-29,18,30263,0,91,2,1.0
2024-04-29,18,30263,0,105,6,1.0
2024-04-29,18,30263,0,87,4,1.0
2024-04-29,18,30271,2,91,2,6.0
2024-04-29,18,30271,2,589,6,1.0
2024-04-29,18,30271,2,129,3,6.0
2024-04-29,18,30271,2,130,1,6.0
2024-04-29,18,30271,2,34,5,1.0
2024-04-29,18,30279,0,91,2,2.0
2024-04-29,18,30279,0,129,3,2.0
2024-04-29,18,30279,0,130,1,2.0
2024-04-29,18,30279,0,34,5,1.0
2024-04-29,18,30287,0,146,0,1.0
2024-04-29,18,30287,0,91,2,1.0
2024-04-29,18,30287,0,169,0,1.0
2024-04-29,18,30287,0,105,6,1.0
2024-04-29,18,30287,0,87,4,1.0
2024-04-29,18,30288,3,148,1,10.0
2024-04-29,18,30288,3,91,2,3.0
2024-04-29,18,30288,3,87,4,3.0
2024-04-29,18,30299,0,90,3,3.0
2024-04-29,18,30299,0,120,5,2.0
2024-04-29,18,30299,0,161,1,5.0
2024-04-29,18,30301,3,81,5,1.0
2024-04-29,18,30301,3,120,5,4.0
2024-04-29,18,30301,3,290,0,2.0
2024-04-29,18,30301,3,91,2,6.0
2024-04-29,18,30301,3,94,0,2.0
2024-04-29,18,30301,3,170,6,2.0
2024-04-29,18,30301,3,1075,6,1.0
2024-04-29,18,30301,3,130,1,2.0
2024-04-29,18,30301,3,87,4,4.0
2024-04-29,18,30301,3,79,6,2.0
2024-04-29,18,30172,0,120,5,2.0
2024-04-29,18,30172,0,135,0,1.0
2024-04-29,18,30172,0,589,6,1.0
2024-04-29,18,30172,0,87,4,2.0
2024-04-29,18,30306,2,105,6,1.0
2024-04-29,18,30306,2,87,4,1.0
2024-04-29,18,30221,3,28,0,3.0
2024-04-29,18,30221,3,79,6,3.0
2024-04-29,18,30317,1,135,0,1.0
2024-04-29,18,30317,1,176,6,1.0
2024-04-29,18,30318,0,120,5,1.0
2024-04-29,18,30271,2,26,5,1.0
2024-04-29,18,30330,0,170,6,2.0
2024-04-29,18,30331,2,124,6,2.0
2024-04-29,18,30338,0,87,4,1.0
2024-04-29,18,30338,0,79,6,3.0
2024-04-29,18,30339,0,81,5,1.0
2024-04-29,18,30340,0,170,6,2.0
2024-04-29,18,30340,0,87,4,2.0
2024-04-29,18,30350,3,81,5,2.0
2024-04-29,18,30350,3,120,5,1.0
2024-04-29,18,30350,3,91,2,2.0
2024-04-29,18,30350,3,94,0,1.0
2024-04-29,18,30350,3,135,0,1.0
2024-04-29,18,30350,3,129,3,2.0
2024-04-29,18,30350,3,130,1,2.0
2024-04-29,18,30350,3,87,4,3.0
2024-04-29,18,30354,1,26,5,1.0
2024-04-29,18,30354,1,94,0,1.0
2024-04-29,18,30354,1,87,4,1.0
2024-04-29,18,30358,2,28,0,1.0
2024-04-29,18,30359,0,589,6,1.0
2024-04-29,18,30359,0,87,4,2.0
2024-04-29,18,30366,0,218,6,2.0
2024-04-29,18,30367,4,26,5,1.0
2024-04-29,18,30367,4,289,0,2.0
2024-04-29,18,30367,4,148,1,2.0
2024-04-29,18,30367,4,91,2,3.0
2024-04-29,18,30367,4,589,6,1.0
2024-04-29,18,30367,4,129,3,6.0
2024-04-29,18,30367,4,130,1,6.0
2024-04-29,18,29467,2,1075,6,1.0
2024-04-29,18,29467,2,589,6,1.0
2024-04-29,18,30370,4,507,3,1.0
2024-04-29,18,30370,4,81,5,1.0
2024-04-29,18,30370,4,26,5,1.0
2024-04-29,18,30370,4,148,1,4.0
2024-04-29,18,30370,4,290,0,3.0
2024-04-29,18,30370,4,91,2,4.0
2024-04-29,18,30370,4,321,0,1.0
2024-04-29,18,30370,4,601,0,1.0
2024-04-29,18,30370,4,170,6,1.0
2024-04-29,18,30370,4,130,1,6.0
2024-04-29,18,30371,3,146,0,1.0
2024-04-29,18,30371,3,81,5,1.0
2024-04-29,18,30371,3,91,2,3.0
2024-04-29,18,30371,3,124,6,1.0
2024-04-29,18,30371,3,130,1,3.0
2024-04-29,18,30375,2,289,0,10.0
2024-04-29,18,30375,2,91,2,2.0
2024-04-29,18,30375,2,170,6,1.0
2024-04-29,18,30375,2,218,6,1.0
2024-04-29,18,30375,2,176,6,1.0
2024-05-01,18,30443,0,589,6,1.0
2024-05-01,18,30443,0,87,4,1.0
2024-05-01,18,30458,2,81,5,1.0
2024-05-01,18,30458,2,120,5,1.0
2024-05-01,18,30458,2,91,2,1.0
2024-05-01,18,30458,2,34,5,1.0
2024-05-01,18,30458,2,87,4,1.0
2024-05-01,18,30459,2,81,5,1.0
2024-05-01,18,30459,2,120,5,1.0
2024-05-01,18,30459,2,91,2,2.0
2024-05-01,18,30459,2,94,0,1.0
2024-05-01,18,30459,2,218,6,2.0
2024-05-01,18,30459,2,129,3,1.0
2024-05-01,18,30459,2,130,1,2.0
2024-05-01,18,30460,2,120,5,1.0
2024-05-01,18,30460,2,170,6,1.0
2024-05-01,18,30460,2,79,6,1.0
2024-05-01,18,30461,2,120,5,1.0
2024-05-01,18,30461,2,91,2,2.0
2024-05-01,18,30461,2,130,1,1.0
2024-05-01,18,30461,2,87,4,1.0
2024-05-01,18,30461,2,79,6,1.0
2024-05-01,18,30462,0,91,2,2.0
2024-05-01,18,30462,0,130,1,1.0
2024-05-01,18,30463,2,288,6,2.0
2024-05-01,18,30463,2,28,0,1.0
2024-05-01,18,30465,2,26,5,1.0
2024-05-01,18,30465,2,148,1,5.0
2024-05-01,18,30465,2,120,5,2.0
2024-05-01,18,30465,2,28,0,2.0
2024-05-01,18,30465,2,170,6,2.0
2024-05-01,18,30465,2,176,6,1.0
2024-05-01,18,30465,2,79,6,3.0
2024-05-01,18,30467,0,91,2,2.0
2024-05-01,18,30467,0,87,4,1.0
2024-05-01,18,30468,3,146,0,1.0
2024-05-01,18,30468,3,81,5,3.0
2024-05-01,18,30468,3,26,5,1.0
2024-05-01,18,30468,3,148,1,4.0
2024-05-01,18,30468,3,120,5,1.0
2024-05-01,18,30468,3,94,0,1.0
2024-05-01,18,30468,3,1075,6,1.0
2024-05-01,18,30468,3,105,6,1.0
2024-05-01,18,30468,3,589,6,1.0
2024-05-01,18,30468,3,176,6,1.0
2024-05-01,18,30468,3,87,4,1.0
2024-05-01,18,30468,3,79,6,4.0
2024-05-01,18,30472,1,34,5,1.0
2024-05-01,18,30475,2,81,5,1.0
2024-05-01,18,30475,2,91,2,2.0
2024-05-01,18,30475,2,130,1,2.0
2024-05-01,18,30475,2,34,5,1.0
2024-05-01,18,30476,4,81,5,1.0
2024-05-01,18,30476,4,510,3,1.0
2024-05-01,18,30476,4,290,0,4.0
2024-05-01,18,30476,4,1075,6,1.0
2024-05-01,18,30476,4,34,5,1.0
2024-05-01,18,30477,0,105,6,1.0
2024-05-01,18,30478,4,94,0,1.0
2024-05-01,18,30478,4,1075,6,1.0
2024-05-01,18,30478,4,34,5,1.0
2024-05-01,18,30479,1,81,5,1.0
2024-05-01,18,30480,0,87,4,1.0
2024-05-01,18,30480,0,79,6,6.0
2024-05-01,18,30482,2,81,5,1.0
2024-05-01,18,30482,2,105,6,1.0
2024-05-01,18,30484,2,148,1,2.0
2024-05-01,18,30484,2,129,3,2.0
2024-05-01,18,30485,2,290,0,3.0
2024-05-01,18,30485,2,91,2,4.0
2024-05-01,18,30485,2,34,5,1.0
2024-05-01,18,30485,2,161,1,3.0
2024-05-01,18,30485,2,79,6,3.0
2024-05-01,18,30487,0,120,5,1.0
2024-05-01,18,30487,0,91,2,3.0
2024-05-01,18,30487,0,105,6,1.0
2024-05-01,18,30487,0,87,4,1.0
2024-05-01,18,30490,3,81,5,1.0
2024-05-01,18,30490,3,120,5,1.0
2024-05-01,18,30490,3,91,2,2.0
2024-05-01,18,30490,3,170,6,1.0
2024-05-01,18,30490,3,218,6,1.0
2024-05-01,18,30490,3,79,6,1.0
2024-05-01,18,30491,1,26,5,1.0
2024-05-01,18,30491,1,91,2,1.0
2024-05-01,18,30491,1,87,4,1.0
2024-05-01,18,30491,1,79,6,1.0
2024-05-01,18,30492,1,79,6,1.0
2024-05-01,18,30493,4,120,5,1.0
2024-05-01,18,30493,4,91,2,4.0
2024-05-01,18,30493,4,170,6,1.0
2024-05-01,18,30493,4,129,3,3.0
2024-05-01,18,30493,4,161,1,8.0
2024-05-01,18,30494,1,105,6,1.0
2024-05-01,18,30495,3,288,6,1.0
2024-05-01,18,30495,3,91,2,2.0
2024-05-01,18,30495,3,135,0,1.0
2024-05-01,18,30495,3,217,0,1.0
