CUSTOMER_ID,PRODUCT_ID,Semana,probabilidad_compra
29446,26,25,0.0
29446,28,25,0.7
29446,79,25,0.5
29446,81,25,0.6
29446,87,25,0.7
29446,91,25,0.8
29446,105,25,0.0
29446,120,25,0.8
29446,130,25,0.9
29446,135,25,0.0
29446,170,25,0.8
29446,218,25,0.9
29446,1218,25,0.9
36578,87,25,0.0
36578,146,25,0.0
36578,218,25,0.0
36578,589,25,0.0
36578,1075,25,0.8
